1676516752.5540347,1,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516753.6799452,1,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516754.7094672,20,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516755.7455878,20,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516756.74865,20,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516757.751213,20,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516758.7607949,19,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516759.7713463,18,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516760.7971652,18,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516761.8073618,20,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516762.809983,20,3.6572,1.8773,3.1551,5.0964,2.0323,4.3805,6.4983,3.5825,2.7341
1676516763.8322637,18,2.098,1.058,2.055,1.559,2.940,1.805,1.149,3.759,2.521
1676516764.858948,18,2.098,1.058,2.055,1.559,2.940,1.805,1.149,3.759,2.521
1676516765.8711615,21,2.448,1.235,2.397,1.819,3.430,2.106,1.340,4.385,2.941
1676516766.9052496,17,1.993,1.011,1.952,1.483,2.787,1.716,1.096,3.561,2.392
1676516767.9073203,17,2.003,1.021,1.962,1.494,2.797,1.726,1.106,3.571,2.402
1676516768.9180918,17,2.012,1.030,1.971,1.503,2.807,1.735,1.115,3.580,2.411
1676516769.947809,18,2.137,1.098,2.094,1.598,2.979,1.844,1.188,3.798,2.560
1676516770.9856288,18,2.144,1.104,2.101,1.605,2.986,1.851,1.195,3.805,2.567
1676516772.0073237,18,2.150,1.110,2.107,1.611,2.991,1.857,1.201,3.810,2.573
1676516773.0290902,19,2.274,1.177,2.228,1.705,3.162,1.965,1.272,4.027,2.720
1676516774.0514147,19,2.281,1.184,2.235,1.712,3.169,1.972,1.279,4.034,2.728
1676516775.1036088,16,1.934,1.010,1.896,1.455,2.682,1.674,1.090,3.410,2.310
1676516776.1345541,16,1.936,1.012,1.897,1.457,2.684,1.675,1.092,3.412,2.312
1676516777.1471524,20,2.406,1.251,2.358,1.807,3.341,2.080,1.351,4.251,2.876
1676516778.165798,18,2.174,1.134,2.130,1.635,3.015,1.881,1.225,3.834,2.597
1676516779.1687703,18,2.176,1.136,2.132,1.636,3.017,1.882,1.226,3.836,2.598
1676516780.2066844,18,2.177,1.137,2.134,1.638,3.018,1.884,1.228,3.837,2.600
1676516781.219327,23,2.766,1.437,2.710,2.076,3.841,2.391,1.552,4.887,3.306
1676516782.2460728,20,2.419,1.263,2.370,1.819,3.353,2.093,1.364,4.263,2.888
1676516783.248752,20,2.421,1.266,2.373,1.822,3.356,2.095,1.366,4.266,2.891
1676516784.2590225,20,2.425,1.269,2.377,1.826,3.360,2.099,1.370,4.270,2.895
1676516785.2713175,20,2.428,1.272,2.380,1.829,3.363,2.102,1.373,4.273,2.898
1676516786.2739432,20,2.431,1.275,2.383,1.832,3.366,2.105,1.376,4.276,2.901
1676516787.2765596,20,2.434,1.278,2.385,1.835,3.369,2.108,1.379,4.279,2.903
1676516788.2793005,20,2.437,1.281,2.388,1.837,3.371,2.111,1.382,4.281,2.906
1676516789.2907348,19,2.322,1.225,2.276,1.753,3.210,2.013,1.320,4.075,2.768
1676516790.2935693,19,2.324,1.226,2.278,1.755,3.212,2.014,1.322,4.077,2.770
1676516791.3053367,18,2.209,1.169,2.166,1.670,3.050,1.916,1.260,3.869,2.632
1676516792.3286219,18,2.211,1.171,2.167,1.671,3.052,1.917,1.261,3.871,2.633
1676516793.341985,20,2.447,1.292,2.399,1.848,3.382,2.121,1.392,4.292,2.917
1676516794.3528368,19,2.333,1.235,2.287,1.764,3.221,2.023,1.331,4.085,2.779
1676516795.3631978,18,2.218,1.178,2.174,1.678,3.059,1.924,1.268,3.878,2.640
1676516796.3654325,18,2.220,1.180,2.176,1.680,3.061,1.926,1.270,3.880,2.642
1676516797.3868022,18,2.222,1.182,2.178,1.682,3.063,1.928,1.272,3.882,2.644
1676516798.4153497,18,2.224,1.184,2.180,1.684,3.065,1.930,1.274,3.884,2.646
1676516799.4550786,18,2.226,1.186,2.183,1.687,3.067,1.933,1.277,3.886,2.649
1676516800.5045173,24,2.933,1.546,2.875,2.214,4.055,2.542,1.667,5.146,3.496
1676516801.5087352,34,4.113,2.149,4.031,3.094,5.702,3.559,2.320,7.249,4.911
1676516802.5274224,34,4.128,2.164,4.046,3.109,5.717,3.573,2.334,7.264,4.926
1676516803.5389214,36,4.377,2.297,4.290,3.298,6.059,3.790,2.478,7.697,5.222
1676516804.555385,37,4.509,2.372,4.420,3.401,6.239,3.906,2.558,7.922,5.378
1676516805.56887,38,4.642,2.447,4.550,3.503,6.418,4.022,2.637,8.147,5.534
1676516806.589089,38,4.657,2.461,4.565,3.518,6.433,4.037,2.652,8.162,5.549
1676516807.6286657,40,4.905,2.594,4.808,3.706,6.774,4.252,2.795,8.594,5.844
1676516808.6408103,45,5.504,2.905,5.395,4.156,7.608,4.771,3.131,9.655,6.561
1676516809.6450427,46,5.637,2.979,5.526,4.259,7.787,4.887,3.210,9.880,6.717
1676516810.6653752,46,5.651,2.994,5.540,4.273,7.801,4.901,3.225,9.894,6.731
1676516811.7006502,48,5.899,3.126,5.782,4.460,8.142,5.116,3.367,10.326,7.026
1676516812.775201,44,5.441,2.899,5.335,4.123,7.498,4.724,3.120,9.499,6.474
1676516813.801293,44,5.449,2.907,5.342,4.130,7.505,4.731,3.128,9.507,6.482
1676516814.8192985,47,5.807,3.092,5.693,4.399,8.004,5.041,3.328,10.142,6.910
1676516815.8382742,47,5.814,3.099,5.700,4.406,8.011,5.048,3.335,10.149,6.918
1676516816.8753617,43,5.351,2.867,5.247,4.063,7.361,4.650,3.083,9.317,6.361
1676516817.8859956,42,5.237,2.810,5.135,3.978,7.200,4.552,3.021,9.111,6.223
1676516818.9048402,42,5.238,2.811,5.136,3.979,7.201,4.553,3.022,9.112,6.224
1676516819.9087067,44,5.473,2.931,5.367,4.155,7.529,4.756,3.152,9.531,6.506
1676516820.9193199,44,5.476,2.934,5.369,4.157,7.532,4.758,3.155,9.534,6.509
1676516821.958346,45,5.595,2.995,5.486,4.247,7.698,4.861,3.221,9.746,6.652
1676516822.971238,50,6.185,3.296,6.064,4.687,8.522,5.370,3.548,10.797,7.359
1676516824.0289013,43,5.371,2.887,5.267,4.083,7.381,4.670,3.103,9.337,6.381
1676516825.0663154,43,5.373,2.889,5.269,4.085,7.383,4.672,3.105,9.339,6.383
1676516826.0859344,47,5.845,3.130,5.731,4.437,8.041,5.078,3.366,10.180,6.948
1676516827.101717,46,5.732,3.074,5.620,4.353,7.882,4.982,3.305,9.975,6.812
1676516828.1293852,46,5.736,3.078,5.625,4.358,7.886,4.986,3.309,9.979,6.816
1676516829.1669824,45,5.622,3.023,5.513,4.274,7.725,4.889,3.249,9.773,6.679
1676516830.1978533,45,5.625,3.026,5.516,4.277,7.729,4.892,3.252,9.776,6.682
1676516831.21128,49,6.098,3.267,5.979,4.630,8.388,5.299,3.513,10.617,7.248
1676516832.2325006,48,5.987,3.214,5.871,4.548,8.230,5.204,3.455,10.414,7.114
1676516833.2604227,45,5.639,3.039,5.530,4.291,7.742,4.905,3.265,9.790,6.696
1676516834.2982006,45,5.641,3.041,5.532,4.293,7.744,4.907,3.267,9.792,6.698
1676516835.3419156,46,5.761,3.103,5.650,4.383,7.911,5.011,3.334,10.004,6.841
1676516836.3639445,46,5.764,3.106,5.652,4.385,7.914,5.014,3.337,10.006,6.844
1676516837.3775756,48,6.002,3.229,5.886,4.564,8.245,5.219,3.470,10.429,7.129
1676516838.380424,48,6.007,3.234,5.890,4.568,8.250,5.224,3.475,10.434,7.134
1676516839.4001124,48,6.011,3.238,5.895,4.573,8.255,5.229,3.479,10.439,7.138
1676516840.4112353,49,6.133,3.302,6.014,4.665,8.423,5.334,3.548,10.653,7.283
1676516841.4416296,49,6.139,3.308,6.020,4.670,8.429,5.340,3.554,10.658,7.289
1676516842.4506447,53,6.613,3.551,6.485,5.025,9.090,5.749,3.817,11.501,7.857
1676516843.4635196,54,6.739,3.619,6.608,5.121,9.263,5.859,3.891,11.720,8.007
1676516844.510476,49,6.162,3.331,6.043,4.694,8.452,5.363,3.577,10.681,7.312
1676516845.5217135,49,6.167,3.336,6.049,4.699,8.457,5.368,3.583,10.687,7.318
1676516846.5345018,49,6.173,3.342,6.054,4.705,8.463,5.374,3.588,10.692,7.323
1676516847.5586772,49,6.177,3.346,6.059,4.709,8.467,5.378,3.592,10.697,7.328
1676516848.5827603,52,6.534,3.530,6.408,4.976,8.964,5.686,3.791,11.330,7.755
1676516849.6425564,48,6.072,3.299,5.956,4.634,8.315,5.289,3.540,10.499,7.199
1676516850.6987016,48,6.076,3.303,5.959,4.637,8.319,5.293,3.544,10.503,7.203
1676516851.712543,57,7.135,3.842,6.997,5.427,9.799,6.205,4.128,12.392,8.473
1676516852.7738192,50,6.323,3.434,6.202,4.825,8.660,5.507,3.685,10.934,7.497
1676516853.8089485,50,6.326,3.438,6.205,4.828,8.663,5.511,3.689,10.938,7.500
1676516854.8609152,49,6.212,3.381,6.094,4.744,8.502,5.413,3.627,10.732,7.363
1676516855.8861253,49,6.215,3.384,6.096,4.746,8.505,5.416,3.630,10.734,7.365
1676516856.8995616,52,6.569,3.564,6.443,5.010,8.999,5.721,3.826,11.365,7.789
1676516857.919339,51,6.455,3.509,6.332,4.927,8.839,5.624,3.765,11.159,7.653
1676516858.95119,51,6.459,3.512,6.335,4.930,8.842,5.627,3.768,11.163,7.656
1676516859.9820623,55,6.931,3.754,6.798,5.283,9.502,6.034,4.030,12.004,8.222
1676516861.0113485,56,7.055,3.819,6.919,5.376,9.672,6.141,4.100,12.220,8.369
1676516862.0473711,52,6.592,3.588,6.466,5.034,9.023,5.744,3.849,11.388,7.813
1676516863.050104,52,6.596,3.592,6.470,5.038,9.026,5.748,3.853,11.392,7.817
1676516864.105137,52,6.600,3.596,6.474,5.042,9.030,5.752,3.857,11.396,7.821
1676516865.1743066,53,6.721,3.659,6.592,5.133,9.198,5.857,3.925,11.609,7.965
1676516866.1767445,53,6.725,3.663,6.597,5.137,9.202,5.861,3.930,11.614,7.970
1676516867.1993616,53,6.729,3.667,6.601,5.141,9.206,5.865,3.933,11.618,7.974
1676516868.2513285,50,6.382,3.493,6.261,4.883,8.719,5.566,3.744,10.993,7.556
1676516869.2813787,50,6.383,3.494,6.262,4.885,8.720,5.568,3.745,10.995,7.557
1676516870.3099174,51,6.502,3.555,6.378,4.973,8.885,5.670,3.811,11.206,7.699
1676516871.3304412,49,6.269,3.438,6.150,4.800,8.559,5.470,3.684,10.788,7.419
1676516872.3421464,49,6.269,3.438,6.150,4.801,8.559,5.470,3.684,10.788,7.419
1676516873.39358,50,6.387,3.498,6.266,4.889,8.724,5.572,3.750,10.999,7.561
1676516874.4065044,55,6.976,3.798,6.842,5.328,9.546,6.079,4.074,12.048,8.267
1676516875.4892523,45,5.808,3.209,5.699,4.460,7.911,5.075,3.435,9.959,6.865
1676516876.5524356,45,5.806,3.206,5.697,4.458,7.909,5.072,3.432,9.957,6.863
1676516877.6137197,50,6.391,3.503,6.270,4.893,8.728,5.576,3.754,11.003,7.565
1676516878.6163518,50,6.393,3.505,6.272,4.895,8.730,5.578,3.756,11.005,7.567
1676516879.6277537,50,6.396,3.507,6.275,4.898,8.733,5.581,3.758,11.007,7.570
1676516880.6654775,51,6.516,3.570,6.393,4.988,8.900,5.684,3.826,11.220,7.713
1676516881.6793442,55,6.989,3.811,6.856,5.341,9.559,6.092,4.087,12.062,8.280
1676516882.7073653,52,6.644,3.639,6.518,5.085,9.074,5.796,3.901,11.440,7.864
1676516883.718851,52,6.648,3.644,6.522,5.090,9.078,5.800,3.905,11.444,7.869
1676516884.7647617,53,6.769,3.707,6.641,5.181,9.246,5.905,3.974,11.658,8.014
1676516885.8069308,53,6.774,3.712,6.645,5.186,9.251,5.910,3.978,11.662,8.018
1676516886.8407547,53,6.778,3.716,6.650,5.190,9.255,5.914,3.982,11.667,8.022
1676516887.8860738,52,6.665,3.661,6.539,5.107,9.096,5.817,3.922,11.461,7.886
1676516888.9133139,49,6.316,3.485,6.197,4.848,8.606,5.517,3.731,10.836,7.467
1676516889.9366903,49,6.317,3.486,6.198,4.849,8.607,5.518,3.732,10.836,7.467
1676516890.9414444,52,6.669,3.664,6.543,5.110,9.099,5.821,3.926,11.465,7.889
1676516891.943341,52,6.671,3.666,6.545,5.112,9.101,5.823,3.928,11.467,7.891
1676516892.971297,52,6.673,3.669,6.547,5.115,9.103,5.825,3.930,11.469,7.894
1676516894.0491796,47,6.089,3.374,5.975,4.681,8.286,5.323,3.610,10.424,7.193
1676516895.0830526,47,6.088,3.372,5.974,4.679,8.284,5.321,3.608,10.423,7.191
1676516896.103456,52,6.673,3.669,6.547,5.115,9.103,5.825,3.930,11.469,7.894
1676516897.1422977,50,6.441,3.553,6.320,4.943,8.778,5.626,3.804,11.053,7.615
1676516898.1520078,50,6.443,3.554,6.322,4.945,8.780,5.627,3.805,11.054,7.617
1676516899.1729054,51,6.562,3.616,6.439,5.034,8.946,5.731,3.872,11.266,7.759
1676516900.2101855,49,6.330,3.500,6.212,4.862,8.620,5.531,3.746,10.850,7.481
1676516901.2218168,49,6.332,3.501,6.213,4.863,8.622,5.533,3.747,10.851,7.482
1676516902.2347844,49,6.334,3.503,6.215,4.866,8.624,5.535,3.749,10.853,7.484
1676516903.263393,49,6.336,3.505,6.217,4.867,8.626,5.537,3.751,10.855,7.486
1676516904.2874057,53,6.807,3.745,6.678,5.218,9.283,5.942,4.011,11.695,8.051
1676516905.32519,52,6.694,3.690,6.568,5.136,9.125,5.846,3.951,11.490,7.915
1676516906.3277206,52,6.699,3.695,6.573,5.141,9.129,5.851,3.956,11.495,7.920
1676516907.337806,51,6.587,3.640,6.463,5.059,8.970,5.755,3.896,11.291,7.784
1676516908.3583317,49,6.356,3.525,6.237,4.888,8.646,5.557,3.771,10.875,7.506
1676516909.405299,49,6.359,3.528,6.240,4.891,8.649,5.560,3.774,10.878,7.509
1676516910.484521,47,6.127,3.412,6.013,4.719,8.324,5.361,3.648,10.462,7.231
1676516911.5234096,47,6.128,3.413,6.015,4.720,8.325,5.362,3.649,10.463,7.232
1676516912.5443413,54,6.950,3.831,6.820,5.332,9.474,6.070,4.102,11.931,8.218
1676516913.5748248,53,6.839,3.777,6.711,5.251,9.316,5.975,4.043,11.728,8.083
1676516914.6026587,50,6.492,3.604,6.371,4.994,8.829,5.677,3.855,11.104,7.666
1676516915.6312628,50,6.495,3.606,6.374,4.996,8.831,5.679,3.857,11.106,7.669
1676516916.6420264,54,6.967,3.847,6.836,5.349,9.491,6.086,4.118,11.947,8.235
1676516917.6619732,52,6.738,3.734,6.612,5.180,9.169,5.890,3.995,11.534,7.959
1676516918.681327,52,6.742,3.737,6.616,5.183,9.172,5.894,3.999,11.538,7.962
1676516919.6946988,54,6.981,3.861,6.850,5.363,9.504,6.100,4.132,11.961,8.248
1676516920.7567577,48,6.282,3.509,6.166,4.844,8.526,5.500,3.750,10.709,7.409
1676516921.7871752,48,6.283,3.510,6.166,4.844,8.526,5.500,3.751,10.710,7.410
1676516922.8004735,52,6.753,3.749,6.627,5.195,9.183,5.905,4.010,11.549,7.974
1676516923.8141713,52,6.756,3.752,6.630,5.198,9.187,5.908,4.013,11.552,7.977
1676516924.841043,49,6.408,3.577,6.289,4.940,8.698,5.609,3.823,10.927,7.558
1676516925.8672702,49,6.410,3.579,6.291,4.942,8.700,5.611,3.825,10.929,7.560
1676516926.8967865,50,6.529,3.641,6.408,5.031,8.866,5.714,3.892,11.141,7.703
1676516927.9073787,50,6.532,3.643,6.411,5.033,8.868,5.716,3.894,11.143,7.706
1676516928.94132,51,6.652,3.706,6.529,5.124,9.036,5.821,3.962,11.356,7.850
1676516929.9865406,50,6.539,3.650,6.417,5.040,8.875,5.723,3.901,11.150,7.712
1676516931.0405655,50,6.542,3.653,6.421,5.044,8.879,5.727,3.904,11.153,7.716
1676516932.0903823,54,7.015,3.895,6.884,5.397,9.538,6.134,4.166,11.995,8.282
1676516933.1260917,50,6.552,3.664,6.431,5.054,8.889,5.737,3.915,11.164,7.726
1676516934.1632752,50,6.555,3.666,6.434,5.057,8.892,5.740,3.917,11.167,7.729
1676516935.223213,50,6.558,3.669,6.437,5.060,8.895,5.743,3.921,11.170,7.732
1676516936.2634234,50,6.561,3.672,6.440,5.063,8.898,5.746,3.924,11.173,7.735
1676516937.3448346,48,6.328,3.555,6.212,4.890,8.572,5.546,3.796,10.755,7.455
1676516938.3790777,48,6.329,3.556,6.213,4.890,8.572,5.546,3.797,10.756,7.456
1676516939.3832545,54,7.033,3.913,6.902,5.414,9.556,6.152,4.184,12.013,8.300
1676516940.4020593,54,7.037,3.917,6.906,5.419,9.561,6.157,4.189,12.018,8.305
1676516941.4377553,52,6.806,3.801,6.680,5.247,9.236,5.958,4.063,11.602,8.026
1676516942.455813,52,6.808,3.804,6.682,5.250,9.238,5.960,4.065,11.604,8.029
1676516943.492486,50,6.575,3.686,6.454,5.077,8.912,5.760,3.938,11.187,7.749
1676516944.5145197,50,6.575,3.687,6.454,5.077,8.912,5.760,3.938,11.187,7.749
1676516945.5272832,52,6.811,3.807,6.685,5.253,9.241,5.963,4.068,11.607,8.032
1676516946.5387442,51,6.696,3.750,6.573,5.168,9.080,5.865,4.006,11.400,7.893
1676516947.555391,51,6.699,3.752,6.575,5.171,9.082,5.867,4.009,11.403,7.896
1676516948.580045,53,6.935,3.873,6.807,5.347,9.412,6.071,4.139,11.824,8.180
1676516949.6497414,48,6.352,3.579,6.236,4.914,8.596,5.570,3.820,10.780,7.479
