1675791418.9875884,50,None,None,None,None,None,None,None,None,None
1675791419.9921026,50,None,None,None,None,None,None,None,None,None
1675791420.9945512,50,None,None,None,None,None,None,None,None,None
1675791421.9963923,50,None,None,None,None,None,None,None,None,None
1675791422.9983952,50,None,None,None,None,None,None,None,None,None
1675791424.0009937,50,None,None,None,None,None,None,None,None,None
1675791425.0029082,50,None,None,None,None,None,None,None,None,None
1675791426.00514,50,None,None,None,None,None,None,None,None,None
1675791427.0072012,50,None,None,None,None,None,None,None,None,None
1675791428.009778,50,None,None,None,None,None,None,None,None,None
1675791429.0122588,50,None,None,None,None,None,None,None,None,None
1675791430.014437,50,None,None,None,None,None,None,None,None,None
1675791431.0169494,50,None,None,None,None,None,None,None,None,None
1675791432.0192904,50,None,None,None,None,None,None,None,None,None
1675791433.0216959,50,None,None,None,None,None,None,None,None,None
1675791434.0232427,50,None,None,None,None,None,None,None,None,None
1675791435.0252995,50,None,None,None,None,None,None,None,None,None
1675791436.027371,50,None,None,None,None,None,None,None,None,None
1675791437.029285,50,None,None,None,None,None,None,None,None,None
1675791438.0313332,50,None,None,None,None,None,None,None,None,None
1675791439.03409,50,None,None,None,None,None,None,None,None,None
1675791440.0369341,50,None,None,None,None,None,None,None,None,None
1675791441.038872,50,None,None,None,None,None,None,None,None,None
1675791442.0410526,50,None,None,None,None,None,None,None,None,None
1675791443.0433633,50,None,None,None,None,None,None,None,None,None
1675791444.0459146,50,None,None,None,None,None,None,None,None,None
1675791445.0485735,50,None,None,None,None,None,None,None,None,None
1675791446.051487,50,None,None,None,None,None,None,None,None,None
1675791447.0547707,50,None,None,None,None,None,None,None,None,None
1675791448.0574372,50,None,None,None,None,None,None,None,None,None
1675791449.059312,50,None,None,None,None,None,None,None,None,None
1675791450.0620573,50,None,None,None,None,None,None,None,None,None
1675791451.0646687,50,None,None,None,None,None,None,None,None,None
1675791452.067152,50,None,None,None,None,None,None,None,None,None
1675791453.0697591,50,None,None,None,None,None,None,None,None,None
1675791454.072394,50,None,None,None,None,None,None,None,None,None
1675791455.0751379,50,None,None,None,None,None,None,None,None,None
1675791456.0778089,50,None,None,None,None,None,None,None,None,None
1675791457.0805264,50,None,None,None,None,None,None,None,None,None
1675791458.0832794,50,None,None,None,None,None,None,None,None,None
1675791459.0859768,50,None,None,None,None,None,None,None,None,None
1675791460.0887258,50,None,None,None,None,None,None,None,None,None
1675791461.0912254,50,None,None,None,None,None,None,None,None,None
1675791462.0931978,50,None,None,None,None,None,None,None,None,None
1675791463.095246,50,None,None,None,None,None,None,None,None,None
1675791464.0977976,50,None,None,None,None,None,None,None,None,None
1675791465.1006706,50,None,None,None,None,None,None,None,None,None
