st,end
1679372874250,1679372874880
1679372874328,1679372874880
1679372874687,1679372874902
1679372874580,1679372874993
1679372874494,1679372874998
1679372874883,1679372875017
1679372874353,1679372875026
1679372874620,1679372875035
1679372874526,1679372875049
1679372874251,1679372875050
1679372875003,1679372875082
1679372874867,1679372875096
1679372874793,1679372875139
1679372875013,1679372875184
1679372874903,1679372875196
1679372875053,1679372875215
1679372874374,1679372875219
1679372874766,1679372875239
1679372874993,1679372875248
1679372874249,1679372875262
1679372874437,1679372875313
1679372874476,1679372875316
1679372874745,1679372875334
1679372875099,1679372875336
1679372874250,1679372875369
1679372874834,1679372875373
1679372874375,1679372875390
1679372874906,1679372875401
1679372875053,1679372875403
1679372874885,1679372875458
1679372874461,1679372875572
1679372875405,1679372875620
1679372874936,1679372875621
1679372874583,1679372875659
1679372875254,1679372875690
1679372874981,1679372875701
1679372874809,1679372875787
1679372874743,1679372875827
1679372874714,1679372875829
1679372874667,1679372875833
1679372875578,1679372875834
1679372874997,1679372875858
1679372874582,1679372875884
1679372875626,1679372875920
1679372875079,1679372875991
1679372875267,1679372876013
1679372874721,1679372876026
1679372874795,1679372876061
1679372875395,1679372876103
1679372875832,1679372876109
1679372875375,1679372876120
1679372875664,1679372876120
1679372876037,1679372876134
1679372874906,1679372876153
1679372875887,1679372876154
1679372875144,1679372876154
1679372875339,1679372876180
1679372875243,1679372876184
1679372875377,1679372876206
1679372875791,1679372876214
1679372875317,1679372876273
1679372875039,1679372876296
1679372876065,1679372876371
1679372876192,1679372876372
1679372875705,1679372876372
1679372875224,1679372876440
1679372875187,1679372876442
1679372875882,1679372876448
1679372876329,1679372876495
1679372875029,1679372876497
1679372875824,1679372876498
1679372874895,1679372876540
1679372876450,1679372876555
1679372876390,1679372876619
1679372875834,1679372876627
1679372876500,1679372876651
1679372876416,1679372876659
1679372876462,1679372876685
1679372874710,1679372876712
1679372875246,1679372876783
1679372876716,1679372876836
1679372876689,1679372876845
1679372876742,1679372876853
1679372874490,1679372876884
1679372875320,1679372876926
1679372876857,1679372876991
1679372876362,1679372876998
1679372876544,1679372877009
1679372876790,1679372877069
1679372875913,1679372877073
1679372876841,1679372877098
1679372876888,1679372877099
1679372876877,1679372877106
1679372876501,1679372877125
1679372876030,1679372877161
1679372877082,1679372877180
1679372874611,1679372877218
1679372877168,1679372877285
1679372876624,1679372877351
1679372877100,1679372877373
1679372877073,1679372877374
1679372877103,1679372877388
1679372877289,1679372877466
1679372877335,1679372877492
